,253950,39230,-2671
31567295,253706,38994,-2817
31567997,254026,39226,-2733
31568698,253840,39013,-2784
31569401,254100,39206,-2757
31570104,253986,39044,-2650
31570805,253916,39294,-2540
31571507,254133,39202,-2235
31572210,253742,39007,-2647
31572911,253699,39181,-2693
31573612,254008,38860,-2427
31574315,254027,39226,-2618
31575018,253916,38952,-2727
31575719,253928,39044,-2583
31576422,253860,38967,-2571
31577125,253952,39066,-2566
31577826,253914,39233,-2309
31578527,254107,39310,-2713
31579230,254082,39060,-2530
31579931,254081,38958,-2652
31580632,253992,39058,-2586
31581335,253845,39215,-2681
31582038,254107,39254,-2588
31582739,253740,39134,-2244
31583442,254175,39233,-2484
31584145,254075,39244,-2523
31584846,253839,39414,-2565
31585548,253948,39113,-2677
31586251,253834,39206,-2738
31586952,254042,39280,-2334
31587654,253958,39148,-2421
31588357,253879,39174,-2313
31589059,253974,39108,-2386
31589760,253889,39138,-2605
31590463,254059,39104,-2472
31591165,253767,39255,-2315
31591866,253981,38903,-2253
31592568,253826,39123,-2545
31593270,254056,39319,-2693
31593971,253905,39118,-2726
31594673,253713,39079,-2634
31595376,254139,39027,-2757
31596078,254071,39066,-2401
31596780,253809,38871,-2842
31597483,253998,39080,-2580
31598185,253977,39080,-2586
31598886,253852,39193,-2736
31599588,253977,39196,-2344
31600290,254157,39017,-2663
31600991,253809,39285,-2385
31601693,254013,39093,-2547
31602395,253944,39272,-2278
31603097,253859,39160,-2389
31603799,253958,39147,-2783
31604502,253923,39041,-2419
31605204,253845,39215,-2629
31605906,253976,39112,-2660
31606608,253859,39291,-2774
31607310,253877,39207,-2825
31608012,253931,38990,-2616
31608714,253976,39240,-2498
31609416,254019,39159,-2671
31610118,253913,39072,-2498
31610820,253909,39132,-2683
31611521,253953,39183,-2766
31612223,254040,39153,-2457
31612925,254201,39072,-2229
31613626,253901,39258,-2378
31614328,253769,39304,-2965
31615031,253950,39243,-2582
31615733,253972,39250,-2458
31616435,254028,39363,-2612
31617138,254049,39119,-2679
31617840,254090,38990,-2231
31618541,253907,38942,-2398
31619243,253931,39219,-2633
31619945,254016,39161,-2772
31620646,254084,39228,-2540
31621348,253824,39159,-2808
31622051,254007,39047,-2642
31622753,253803,39133,-2682
31623455,253878,39195,-2319
31624158,253826,39181,-2261
31624860,254111,39092,-2480
31625561,253869,39056,-2648
31626264,253981,39155,-2563
31626966,253896,39309,-2431
31627667,253887,39274,-2502
31628370,253920,39278,-2424
31629073,253918,38976,-2500
31629774,254161,38984,-2655
31630476,254082,39152,-2561
31631179,254229,39092,-2644
31631880,253969,39109,-2711
31632581,253983,39036,-2432
31633284,253932,39099,-2639
31633986,253775,39163,-2854
31634687,253870,39190,-2649
31635390,254007,39155,-2895
31636093,253911,39115,-2667
31636794,253938,39121,-2528
31637497,253795,39177,-2765
31638200,253909,39159,-2704
31638901,253832,39171,-2547
31639602,254031,39098,-2569
31640305,253909,39111,-2768
31641007,254010,39173,-2558
31641708,254022,39005,-2536
31642411,254086,39141,-2343
31643113,254030,39067,-2304
31643814,253968,39333,-2632
31644515,254053,39225,-2574
31645218,254014,39187,-2636
31645919,253939,39395,-2388
31646620,253923,39112,-2700
31647323,253949,39044,-2498
31648026,253820,39151,-2469
31648727,254111,39166,-2870
31649430,253958,39021,-2431
31650133,253883,39071,-2736
31650834,254086,39096,-2923
31651535,253800,39180,-2756
31652238,253816,39227,-2664
31652939,253837,38913,-2722
31653640,253921,39211,-2574
31654343,253748,39200,-2196
31655045,253864,39179,-2618
31655746,254004,39141,-2832
31656449,253821,38757,-2460
31657151,254003,39160,-2616
31657852,254129,39198,-2505
31658554,253911,39200,-2265
31659257,254084,39273,-2443
31659958,253947,39113,-2681
31660660,253899,39133,-2374
31661363,253934,39261,-2492
31662065,254010,39210,-2754
31662766,254139,39090,-2600
31663469,253983,39322,-2484
31664171,253870,39242,-2523
31664872,253791,39109,-2154
31665574,253825,39280,-2787
31666276,254034,39031,-2621
31666977,254017,39196,-2465
31667678,254010,39186,-2419
31668380,253648,39168,-2686
31669083,254152,39441,-2315
31669784,254062,39148,-2596
31670486,253967,39197,-2730
31671189,254021,39167,-2649
31671891,253745,38995,-2442
31672592,254086,39337,-2759
31673295,253988,39098,-2717
31673997,253969,39222,-2593
31674698,253833,39263,-2509
31675401,253914,39130,-2614
31676104,253888,39290,-2516
31676805,254022,38997,-2477
31677507,254210,39223,-2774
31678210,253830,39130,-2511
31678911,254047,39088,-2597
31679612,254046,39063,-2781
31680315,253820,39075,-2388
31681018,254038,39237,-2631
31681719,253701,38945,-2580
31682422,253829,38986,-2461
31683125,253820,39105,-2500
31683826,253914,39084,-2576
31684527,253971,39180,-2326
31685230,253960,39155,-2721
31685931,254184,39072,-2680
31686632,253901,39292,-2853
31687335,253981,39388,-2607
31688038,253948,39312,-2641
31688739,254024,39322,-2531
31689442,253818,39000,-2569
31690145,254108,39099,-2706
31690846,253987,38981,-2556
31691548,253950,38912,-2383
31692251,254202,38990,-2369
31692952,254268,39076,-2737
31693654,254117,39155,-2668
31694357,254007,39076,-2731
31695059,254090,39108,-2725
31695760,253848,39133,-2370
31696463,254049,39307,-2536
31697165,253672,39251,-2834
31697866,254034,39076,-2335
31698568,254200,39272,-2564
31699270,254018,39194,-2988
31699971,253965,39099,-2691
31700673,254095,39271,-2288
31701376,254061,39189,-2604
31702078,253713,39116,-2735
31702780,253961,38994,-2569
31703483,254075,39012,-2787
31704185,253861,39038,-2716
31704886,254154,39101,-2761
31705588,253991,39169,-2617
31706290,253707,39161,-2310
31706991,254020,39270,-2634
31707693,254125,39146,-2564
31708395,253898,39112,-2673
31709097,254010,39202,-2375
31709799,253968,39236,-2529
31710502,254148,39040,-2717
31711204,254049,39183,-2524
31711906,253750,38987,-2445
31712608,253958,39184,-2884
31713310,253717,39132,-2464
31714012,253881,39076,-2639
31714714,253833,39191,-2683
31715416,253866,39137,-2787
31716118,254014,39124,-2660
31716820,253922,39121,-2600
31717521,254176,39150,-2424
31718223,253923,39043,-2401
31718925,254082,39139,-2362
31719626,254008,39260,-2568
31720328,253994,39192,-2792
31721031,253911,39240,-2528
31721733,254164,39315,-2721
31722435,253784,39278,-2832
31723138,253783,38991,-2313
31723840,254039,39039,-2488
31724541,254019,39125,-2448
31725243,253833,39111,-2619
31725945,253823,38986,-2457
31726646,253866,39091,-2630
31727348,253753,39029,-2532
31728051,253713,39237,-2232
31728753,253919,39117,-2891
31729455,253919,38964,-2587
31730158,253686,39249,-2342
31730860,253951,39174,-2757
31731561,253784,39123,-2865
31732264,254059,39263,-2448
31732966,254071,39184,-2462
31733667,253849,39188,-2304
31734370,253784,39017,-2670
31735073,254265,39000,-2509
31735774,253960,38926,-2785
31736476,253977,39109,-2892
31737179,253708,39147,-2608
31737880,254127,38967,-2704
31738581,254059,38955,-2542
31739284,253907,39187,-2684
31739986,253867,39016,-2810
31740687,254085,39141,-2598
31741390,253858,39164,-2667
31742093,253870,39187,-2803
31742794,253803,39051,-2460
31743497,254021,38970,-2653
31744200,254084,39056,-2595
31744901,253868,39121,-2384
31745602,254067,39113,-2613
31746305,254096,39437,-2851
31747007,253969,39448,-2816
31747708,253739,38981,-2768
31748411,253550,39069,-2198
31749113,253847,39132,-2762
31749814,254032,39083,-2636
31750515,254221,39167,-2762
31751218,253970,39135,-2719
31751919,254142,39017,-2667
31752620,254018,38950,-2285
31753323,253847,39012,-2614
31754026,254106,39218,-2460
31754727,253856,39213,-2483
31755430,253952,39192,-2549
31756133,253870,39091,-2589
31756834,253680,39182,-2884
31757535,254062,39150,-2645
31758238,253872,38980,-2281
31758939,253959,39184,-2718
31759640,253820,38995,-2621
31760343,254018,38943,-2668
31761045,253931,39017,-2430
31761746,253904,39048,-2841
31762449,254074,39141,-2754
31763151,253802,39048,-2294
31763852,254055,39176,-2536
31764554,253887,38848,-2487
31765257,253973,39310,-2717
31765958,253780,39204,-2739
31766660,253805,39287,-2420
31767363,253887,38799,-2652
31768065,253816,39195,-2834
31768766,253921,39025,-2727
31769469,253887,39124,-2463
31770171,253940,39226,-2733
31770872,254165,39215,-2608
31771574,254125,39143,-2286
31772276,253956,39092,-2542
31772977,254289,39314,-2445
31773678,253889,39006,-2900
31774380,253860,39262,-2387
31775083,254066,39149,-2415
31775784,254144,39123,-2319
31776486,253929,39121,-2771
31777189,254000,39239,-2591
31777891,253915,39214,-2667
31778592,253886,39237,-2488
31779295,254172,39157,-2693
31779997,253985,39246,-2563
31780698,253715,39093,-2441
31781401,253554,39126,-2497
31782104,254126,39171,-2408
31782805,253975,39117,-2668
31783507,253872,39010,-2115
31784210,253913,39064,-2406
31784911,253839,38986,-2281
31785612,253912,38970,-2698
31786315,253711,39197,-2603
31787018,253940,39299,-2785
31787719,253886,38945,-2461
31788422,253949,39046,-2394
31789125,254193,39166,-2770
31789826,254022,39085,-2456
31790527,253848,39099,-2601
31791230,253980,39398,-2630
31791931,253911,39132,-2631
31792632,253897,39095,-2741
31793335,253912,39220,-2588
31794038,254067,39331,-2483
31794739,253873,38908,-2394
31795442,253922,39198,-2337
31796145,254049,38955,-2726
31796846,253857,39075,-2580
31797548,253954,39035,-2471
31798251,254003,39120,-2850
31798952,253937,39016,-2651
31799654,253949,39151,-2649
31800357,253945,39175,-2642
31801059,254116,39236,-2854
31801760,254157,39137,-2475
31802463,253877,39015,-2740
31803165,253626,39052,-2190
31803866,254214,39040,-2285
31804568,253887,39064,-2683
31805270,254005,39094,-2490
31805971,253952,39338,-2602
31806673,254149,39170,-2789
31807376,254021,39114,-2770
31808078,253918,39170,-2708
31808780,253776,39399,-2523
31809483,254027,39308,-2453
31810185,253953,39159,-2393
31810886,253816,39304,-2800
31811588,253865,39151,-2360
31812290,254004,38982,-2679
31812991,253735,38976,-2854
31813693,253899,39049,-2632
31814395,253884,39250,-2477
31815097,254139,39110,-2758
31815799,253891,39359,-2785
31816502,253913,39078,-2541
31817204,253866,39151,-2823
31817906,253837,39054,-2753
31818608,253951,39234,-2553
31819310,253973,39170,-2604
31820012,253904,38974,-2541
31820714,254163,39107,-2655
31821416,253818,39280,-2931
31822118,253796,38985,-2563
31822820,253926,39107,-2658
31823521,253883,39226,-2203
31824223,254057,39015,-2838
31824925,253925,39251,-2671
31825626,253888,39124,-2499
31826328,253924,39111,-2365
31827031,253854,39232,-2707
31827733,254024,39218,-2485
31828435,253765,39048,-2329
31829138,253965,39128,-2524
31829840,254090,39382,-2409
31830541,253822,39241,-2456
31831243,254047,39229,-2285
31831945,254086,39040,-2371
31832646,253876,39314,-2329
31833348,253975,39166,-2486
31834051,253892,39224,-2429
31834753,254013,39224,-2846
31835455,253875,39240,-2472
31836158,253964,39295,-2623
31836860,253972,39358,-2470
31837561,253904,39395,-2519
31838264,253961,39375,-1981
31838966,253874,39253,-2666
31839667,253910,39099,-2681
31840370,254079,39098,-3090
31841073,254058,39168,-2350
31841774,254010,39232,-2771
31842477,254185,39169,-2874
31843180,253950,39267,-2614
31843881,254095,39400,-2596
31844582,253869,39032,-2769
31845285,253785,39008,-2649
31845986,253847,39014,-2552
31846687,253748,38895,-2626
31847390,254228,38835,-2609
31848093,254090,38990,-2430
31848794,254068,39061,-2540
31849496,254018,38910,-2771
31850199,253902,39007,-2703
31850900,254081,39219,-2061
31851601,253833,39262,-2369
31852304,253965,39210,-2346
31853007,254012,39295,-2736
31853708,253828,39226,-2568
31854411,254057,39045,-2484
31855114,253888,39112,-2781
31855815,253599,39048,-2488
31856516,253937,38994,-2446
31857219,254095,38906,-2707
31857920,254159,38942,-2259
31858621,254057,38930,-2488
31859324,253810,39058,-2686
31860027,254081,38887,-2670
31860728,254161,39187,-2418
31861431,253819,39147,-2696
31862134,253842,39016,-2597
31862835,254014,39153,-2634
31863536,254027,39229,-2583
31864239,254028,38828,-2437
31864940,254048,39148,-2589
31865641,254023,39355,-2396
31866344,254199,39177,-2219
31867046,253873,39085,-2519
31867747,253893,39043,-2348
31868450,254118,39074,-2761
31869152,253811,38921,-2636
31869853,254178,39075,-2909
31870555,253972,38931,-2840
31871258,253816,38917,-2461
31871959,253914,39065,-2587
31872661,253908,39174,-2276
31873364,253735,39102,-2631
31874066,253920,39090,-2596
31874767,253890,39180,-2217
31875470,253816,39384,-2617
31876172,253876,39289,-2429
31876873,254127,39218,-2567
31877575,253911,39090,-2768
31878277,253980,39396,-2432
31878978,253941,39132,-2798
31879679,254022,39337,-2828
31880381,253842,39000,-2380
31881084,253929,39400,-2515
31881786,254058,39271,-2374
31882488,253888,39194,-2716
31883190,253974,39238,-2686
31883892,254064,39132,-2375
31884593,254170,38998,-2564
31885295,254042,39066,-2607
31885997,254003,39082,-2741
31886698,253971,38971,-2391
31887400,254106,39031,-2755
31888103,254176,39142,-2803
31888804,253995,38973,-2545
31889506,254133,39118,-2515
31890209,253851,39113,-2690
31890910,253932,39191,-2688
31891611,253821,39116,-2447
31892314,254089,39276,-2554
31893017,253876,39217,-2270
31893718,253982,39107,-2568
31894421,253782,39274,-2397
31895124,253763,38971,-2186
31895825,254143,38881,-2442
31896526,253783,38948,-2423
31897229,254027,39183,-2447
31897930,253919,39075,-2407
31898631,254054,39178,-2796
31899334,253926,39175,-2635
31900037,253787,39019,-2566
31900738,253969,39181,-2850
31901441,253989,39157,-2600
31902144,254009,39229,-2454
31902845,253946,39053,-2495
31903546,253931,39277,-2692
31904249,253992,39354,-2483
31904950,253987,39224,-2631
31905651,253963,39116,-2285
31906354,253769,39096,-2765
31907057,254036,39096,-2996
31907758,253897,39124,-2726
31908461,254079,39142,-2637
31909164,253971,39338,-2708
31909865,253945,39268,-2768
31910567,254199,39188,-2825
31911270,253984,39228,-2459
31911971,253860,39081,-2630
31912673,253873,39300,-2428
31913376,254046,39225,-2760
31914078,253816,39084,-2529
31914779,253958,39010,-2482
31915482,253989,39160,-2378
31916184,253963,38903,-2494
31916885,253790,39193,-2496
31917587,253920,38865,-2425
31918290,253667,38971,-2232
31918991,253878,39006,-2504
31919693,253779,38926,-2420
31920396,254034,39079,-2440
31921098,253876,39105,-2506
31921799,254104,39075,-2583
31922502,254246,39128,-2469
31923204,254094,39183,-2589
31923905,254057,39088,-2520
31924607,254010,39044,-2503
31925309,253982,39276,-2763
31926011,253982,39067,-2672
31926713,253798,39133,-2750
31927416,253751,39112,-2585
31928118,253758,39040,-2458
31928820,253645,39079,-2514
31929522,253883,38934,-2657
31930224,254089,39064,-2613
31930925,253819,39122,-2712
31931627,253925,39204,-2642
31932329,253930,38961,-2531
31933031,253942,39196,-2738
31933733,254111,39130,-2599
31934435,254138,39088,-2750
31935137,253883,39498,-2418
31935839,253889,39278,-2807
31936541,253923,39090,-2461
31937243,253974,39220,-2365
31937945,254129,39143,-2553
31938647,253897,39131,-2289
31939349,253874,39247,-2324
31940052,254005,39140,-2224
31940754,254079,39067,-2466
31941456,254235,39128,-2465
31942158,253733,39041,-2527
31942860,254151,39044,-2666
31943561,253880,39290,-2343
31944263,253928,39229,-2635
31944965,254001,39129,-2513
31945666,253854,39160,-2621
31946368,253873,38929,-2393
31947071,253740,39198,-2371
31947772,253974,39197,-2536
31948474,253771,38940,-2849
31949177,254145,39000,-2824
31949878,253894,38971,-2631
31950579,254207,39043,-2666
31951281,254014,39235,-2369
31951983,253670,39020,-2515
31952684,254110,39415,-2418
31953386,253746,38786,-2265
31954089,253839,39547,-2041
31954791,253922,39293,-2553
31955493,254055,39458,-2539
31956196,254052,39308,-2176
31956898,253746,39044,-2773
31957599,253843,38949,-3043
31958302,254037,38847,-2833
31959005,253933,39324,-2119
31959706,253996,39075,-2766
31960408,253778,38911,-2576
31961111,254097,38961,-2557
31961812,254053,39306,-2671
31962513,253960,39388,-2928
31963216,253991,39290,-2725
31963917,253851,39525,-2482
31964618,253909,39202,-2606
31965321,253749,39380,-2486
31966024,253665,39175,-2443
31966725,253930,39194,-2456
31967428,253991,39175,-2540
31968131,253848,39173,-2799
31968832,254257,39146,-2693
31969533,253941,39232,-2793
31970236,253987,38957,-2845
31970937,253832,38919,-2757
31971638,254059,38944,-2724
31972341,253776,38908,-2760
31973044,253985,39299,-2542
31973745,254175,39130,-2320
31974448,254136,39011,-2309
31975151,253823,39211,-2487
31975852,254233,39114,-2708
31976553,253861,39098,-2306
31977256,254055,38955,-2569
31977957,253774,39099,-2605
31978658,253877,38941,-2657
31979361,253952,38963,-2393
31980064,253681,39166,-2598
31980765,253944,38974,-2626
31981468,254074,39038,-2580
31982171,254036,39040,-2468
31982872,253827,39306,-2369
31983573,253897,39110,-2454
31984276,253716,39090,-2944
31984977,253913,39116,-2637
31985678,253841,39309,-2367
31986380,253973,39219,-2791
31987083,253832,39126,-2689
31987785,253796,38959,-2290
31988487,254090,39283,-2483
31989189,254100,39223,-2344
31989891,254100,39121,-2653
31990592,254071,38888,-2434
31991294,254091,39016,-2380
31991996,254094,38983,-2629
31992698,254227,39012,-2541
31993400,254097,39113,-2642
31994103,253950,39189,-2695
